,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Oriëntatie,Woningtype,Klimaatbestand,Ruimtetype,GTO
25687,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,262
25691,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,299
25695,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,296
25699,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,343
25703,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,386
25707,0.3,Slecht,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,83
25711,0.5,Slecht,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,141
25715,0.7,Slecht,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,215
25719,0.3,Matig,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,95
25723,0.5,Matig,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,231
25727,0.7,Matig,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,428
25731,0.3,Goed,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,177
25735,0.5,Goed,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,496
25739,0.7,Goed,0.6,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,858
25743,0.3,Slecht,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,49
25747,0.5,Slecht,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,71
25751,0.7,Slecht,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,92
25755,0.3,Matig,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,32
25759,0.5,Matig,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,75
25763,0.7,Matig,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,128
25767,0.3,Goed,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,55
25771,0.5,Goed,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,125
25775,0.7,Goed,0.3,TO-juli,Overstek,Oost,Hoekwoning,2,LIVINGROOM,214
25779,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,79
25783,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,129
25787,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,200
25791,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,81
25795,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,187
25799,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,356
25803,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,109
25807,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,294
25811,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,593
25815,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,41
25819,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,65
25823,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,86
25827,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,22
25831,0.5,Matig,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,61
25835,0.7,Matig,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,114
25839,0.3,Goed,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,26
25843,0.5,Goed,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,89
25847,0.7,Goed,0.3,21:00 tot 7:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,152
25851,0.3,Slecht,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,250
25855,0.5,Slecht,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,309
25859,0.7,Slecht,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,370
25863,0.3,Matig,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,297
25867,0.5,Matig,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,405
25871,0.7,Matig,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,509
25875,0.3,Goed,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,396
25879,0.5,Goed,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,529
25883,0.7,Goed,0.6,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,656
25887,0.3,Slecht,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,220
25891,0.5,Slecht,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,239
25895,0.7,Slecht,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,264
25899,0.3,Matig,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,233
25903,0.5,Matig,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,277
25907,0.7,Matig,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,326
25911,0.3,Goed,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,300
25915,0.5,Goed,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,365
25919,0.7,Goed,0.3,8:00 tot 22:00,Overstek,Oost,Hoekwoning,2,LIVINGROOM,413
25923,0.3,Slecht,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,80
25927,0.5,Slecht,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,173
25931,0.7,Slecht,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,335
25935,0.3,Matig,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,137
25939,0.5,Matig,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,439
25943,0.7,Matig,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,915
25947,0.3,Goed,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,330
25951,0.5,Goed,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,930
25955,0.7,Goed,0.6,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,1809
25959,0.3,Slecht,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,34
25963,0.5,Slecht,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,58
25967,0.7,Slecht,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,94
25971,0.3,Matig,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,40
25975,0.5,Matig,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,102
25979,0.7,Matig,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,192
25983,0.3,Goed,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,75
25987,0.5,Goed,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,208
25991,0.7,Goed,0.3,TO-juli,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,416
25995,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,75
25999,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,162
26003,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,314
26007,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,118
26011,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,372
26015,0.7,Matig,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,816
26019,0.3,Goed,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,202
26023,0.5,Goed,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,698
26027,0.7,Goed,0.6,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,1466
26031,0.3,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,25
26035,0.5,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,50
26039,0.7,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,87
26043,0.3,Matig,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,32
26047,0.5,Matig,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,89
26051,0.7,Matig,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,172
26055,0.3,Goed,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,50
26059,0.5,Goed,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,144
26063,0.7,Goed,0.3,21:00 tot 7:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,307
26067,0.3,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,242
26071,0.5,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,305
26075,0.7,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,384
26079,0.3,Matig,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,320
26083,0.5,Matig,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,440
26087,0.7,Matig,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,581
26091,0.3,Goed,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,420
26095,0.5,Goed,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,573
26099,0.7,Goed,0.6,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,759
26103,0.3,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,202
26107,0.5,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,220
26111,0.7,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,243
26115,0.3,Matig,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,233
26119,0.5,Matig,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,283
26123,0.7,Matig,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,344
26127,0.3,Goed,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,311
26131,0.5,Goed,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,372
26135,0.7,Goed,0.3,8:00 tot 22:00,Binnen slecht,Zuid,Hoekwoning,2,LIVINGROOM,441
26139,0.3,Slecht,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,53
26143,0.5,Slecht,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,102
26147,0.7,Slecht,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,162
26151,0.3,Matig,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,77
26155,0.5,Matig,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,209
26159,0.7,Matig,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,462
26163,0.3,Goed,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,176
26167,0.5,Goed,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,526
26171,0.7,Goed,0.6,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,977
26175,0.3,Slecht,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,24
26179,0.5,Slecht,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,46
26183,0.7,Slecht,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,69
26187,0.3,Matig,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,31
26191,0.5,Matig,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,78
26195,0.7,Matig,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,142
26199,0.3,Goed,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,63
26203,0.5,Goed,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,152
26207,0.7,Goed,0.3,TO-juli,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,306
26211,0.3,Slecht,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,45
26215,0.5,Slecht,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,93
26219,0.7,Slecht,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,152
26223,0.3,Matig,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,61
26227,0.5,Matig,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,180
26231,0.7,Matig,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,402
26235,0.3,Goed,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,104
26239,0.5,Goed,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,353
26243,0.7,Goed,0.6,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,734
26247,0.3,Slecht,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,17
26251,0.5,Slecht,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,41
26255,0.7,Slecht,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,62
26259,0.3,Matig,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,25
26263,0.5,Matig,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,67
26267,0.7,Matig,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,128
26271,0.3,Goed,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,34
26275,0.5,Goed,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,110
26279,0.7,Goed,0.3,21:00 tot 7:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,226
26283,0.3,Slecht,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,220
26287,0.5,Slecht,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,258
26291,0.7,Slecht,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,304
26295,0.3,Matig,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,279
26299,0.5,Matig,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,365
26303,0.7,Matig,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,462
26307,0.3,Goed,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,370
26311,0.5,Goed,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,481
26315,0.7,Goed,0.6,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,598
26319,0.3,Slecht,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,196
26323,0.5,Slecht,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,212
26327,0.7,Slecht,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,229
26331,0.3,Matig,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,225
26335,0.5,Matig,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,268
26339,0.7,Matig,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,313
26343,0.3,Goed,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,293
26347,0.5,Goed,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,349
26351,0.7,Goed,0.3,8:00 tot 22:00,Binnen goed,Zuid,Hoekwoning,2,LIVINGROOM,407
26355,0.3,Slecht,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,28
26359,0.5,Slecht,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,49
26363,0.7,Slecht,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,74
26367,0.3,Matig,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,35
26371,0.5,Matig,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,99
26375,0.7,Matig,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,190
26379,0.3,Goed,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,78
26383,0.5,Goed,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,257
26387,0.7,Goed,0.6,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,487
26391,0.3,Slecht,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,11
26395,0.5,Slecht,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,18
26399,0.7,Slecht,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,23
26403,0.3,Matig,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,15
26407,0.5,Matig,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,31
26411,0.7,Matig,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,55
26415,0.3,Goed,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,28
26419,0.5,Goed,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,63
26423,0.7,Goed,0.3,TO-juli,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,114
26427,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,23
26431,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,45
26435,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,67
26439,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,27
26443,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,82
26447,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,168
26451,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,43
26455,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,149
26459,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,314
26463,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,8
26467,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,12
26471,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,17
26475,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,9
26479,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,24
26483,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,49
26487,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,9
26491,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,39
26495,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,82
26499,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,203
26503,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,229
26507,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,254
26511,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,247
26515,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,314
26519,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,375
26523,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,335
26527,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,420
26531,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,503
26535,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,186
26539,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,196
26543,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,207
26547,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,211
26551,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,240
26555,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,268
26559,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,272
26563,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,315
26567,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Zuid,Hoekwoning,2,LIVINGROOM,354
26571,0.3,Slecht,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,7
26575,0.5,Slecht,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,18
26579,0.7,Slecht,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,38
26583,0.3,Matig,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,19
26587,0.5,Matig,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,50
26591,0.7,Matig,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,93
26595,0.3,Goed,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,36
26599,0.5,Goed,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,95
26603,0.7,Goed,0.6,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,179
26607,0.3,Slecht,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,2
26611,0.5,Slecht,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,6
26615,0.7,Slecht,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,10
26619,0.3,Matig,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,3
26623,0.5,Matig,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,17
26627,0.7,Matig,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,27
26631,0.3,Goed,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,14
26635,0.5,Goed,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,29
26639,0.7,Goed,0.3,TO-juli,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,53
26643,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,4
26647,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,11
26651,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,33
26655,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,14
26659,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,41
26663,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,82
26667,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Zuid,Hoekwoning,2,LIVINGROOM,16
