,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Woningtype,Oriëntatie,Klimaatbestand,Ruimtetype,GTO
6387,0.7,Matig,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6388,0.7,Matig,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6389,0.7,Matig,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,352
6390,0.3,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6391,0.3,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6392,0.3,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,80
6393,0.5,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6394,0.5,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6395,0.5,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,234
6396,0.7,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6397,0.7,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6398,0.7,Goed,0.6,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,460
6399,0.3,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6400,0.3,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6401,0.3,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,256
6402,0.5,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6403,0.5,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6404,0.5,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,290
6405,0.7,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6406,0.7,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6407,0.7,Slecht,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,333
6408,0.3,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6409,0.3,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6410,0.3,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,40
6411,0.5,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6412,0.5,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6413,0.5,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,71
6414,0.7,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6415,0.7,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6416,0.7,Matig,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,117
6417,0.3,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6418,0.3,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6419,0.3,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,21
6420,0.5,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6421,0.5,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6422,0.5,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,52
6423,0.7,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6424,0.7,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6425,0.7,Goed,0.3,TO-juli,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,102
6426,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6427,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6428,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,299
6429,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6430,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6431,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,403
6432,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6433,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6434,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,530
6435,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6436,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6437,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,78
6438,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6439,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6440,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,176
6441,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6442,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6443,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,316
6444,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6445,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6446,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,53
6447,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6448,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6449,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,162
6450,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6451,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6452,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,317
6453,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6454,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6455,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,231
6456,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6457,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6458,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,272
6459,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6460,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6461,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,309
6462,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6463,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6464,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,38
6465,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6466,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6467,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,65
6468,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6469,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6470,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,104
6471,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6472,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6473,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,11
6474,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6475,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6476,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,37
6477,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6478,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6479,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,82
6480,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6481,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6482,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,372
6483,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,1
6484,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6485,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,414
6486,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,9
6487,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,2
6488,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,476
6489,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6490,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6491,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,242
6492,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6493,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6494,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,302
6495,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6496,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6497,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,362
6498,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6499,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6500,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,248
6501,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6502,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6503,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,316
6504,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6505,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,1
6506,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,381
6507,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6508,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6509,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,339
6510,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6511,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6512,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,356
6513,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6514,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6515,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,376
6516,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6517,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6518,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,200
6519,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6520,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6521,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,226
6522,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6523,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6524,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,253
6525,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6526,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6527,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,201
6528,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6529,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6530,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,228
6531,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6532,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6533,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Appartement onder dak doorzon,Noord,1,LIVINGROOM,259
6534,0.3,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6535,0.3,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6536,0.3,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,211
6537,0.5,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6538,0.5,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6539,0.5,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,290
6540,0.7,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6541,0.7,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6542,0.7,Slecht,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,371
6543,0.3,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6544,0.3,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6545,0.3,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,53
6546,0.5,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6547,0.5,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6548,0.5,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,102
6549,0.7,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6550,0.7,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6551,0.7,Matig,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,160
6552,0.3,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6553,0.3,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6554,0.3,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,36
6555,0.5,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6556,0.5,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6557,0.5,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,97
6558,0.7,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6559,0.7,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6560,0.7,Goed,0.6,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,166
6561,0.3,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6562,0.3,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6563,0.3,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,170
6564,0.5,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6565,0.5,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6566,0.5,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,202
6567,0.7,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6568,0.7,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6569,0.7,Slecht,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,237
6570,0.3,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6571,0.3,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6572,0.3,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,21
6573,0.5,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6574,0.5,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6575,0.5,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,37
6576,0.7,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6577,0.7,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6578,0.7,Matig,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,55
6579,0.3,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6580,0.3,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6581,0.3,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,8
6582,0.5,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6583,0.5,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6584,0.5,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,23
6585,0.7,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6586,0.7,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6587,0.7,Goed,0.3,TO-juli,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,35
6588,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6589,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6590,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,188
6591,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6592,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6593,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,266
6594,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6595,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6596,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,344
6597,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6598,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6599,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,44
6600,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6601,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6602,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,94
6603,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6604,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6605,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,149
6606,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6607,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6608,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,19
6609,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6610,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6611,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,76
6612,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6613,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6614,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,139
6615,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6616,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6617,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,154
6618,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6619,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6620,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,185
6621,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6622,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6623,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,LIVINGROOM,218
6624,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
6625,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Appartement onder dak doorzon,Noord,1,BEDROOM,0
