,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Woningtype,Oriëntatie,Klimaatbestand,Ruimtetype,GTO
17115,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,155
17116,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17117,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,281
17118,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17119,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,66
17120,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17121,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,78
17122,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17123,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,90
17124,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17125,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,29
17126,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17127,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,53
17128,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17129,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,79
17130,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17131,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,25
17132,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17133,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,53
17134,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17135,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,83
17136,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17137,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,228
17138,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17139,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,287
17140,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,2
17141,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,355
17142,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17143,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,208
17144,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17145,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,295
17146,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,3
17147,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,380
17148,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17149,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,259
17150,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,2
17151,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,353
17152,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,8
17153,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,450
17154,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17155,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,188
17156,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17157,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,200
17158,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17159,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,215
17160,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17161,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,162
17162,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17163,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,190
17164,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17165,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,223
17166,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17167,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,190
17168,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17169,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,227
17170,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17171,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Tussenappartement enkelzijdig,West,2,LIVINGROOM,278
17172,0.3,Slecht,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17173,0.3,Slecht,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,102
17174,0.5,Slecht,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17175,0.5,Slecht,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,189
17176,0.7,Slecht,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17177,0.7,Slecht,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,301
17178,0.3,Matig,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17179,0.3,Matig,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,96
17180,0.5,Matig,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17181,0.5,Matig,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,226
17182,0.7,Matig,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17183,0.7,Matig,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,386
17184,0.3,Goed,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17185,0.3,Goed,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,140
17186,0.5,Goed,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17187,0.5,Goed,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,379
17188,0.7,Goed,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,4
17189,0.7,Goed,0.6,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,571
17190,0.3,Slecht,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17191,0.3,Slecht,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,55
17192,0.5,Slecht,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17193,0.5,Slecht,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,76
17194,0.7,Slecht,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17195,0.7,Slecht,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,100
17196,0.3,Matig,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17197,0.3,Matig,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,40
17198,0.5,Matig,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17199,0.5,Matig,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,71
17200,0.7,Matig,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17201,0.7,Matig,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,101
17202,0.3,Goed,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17203,0.3,Goed,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,54
17204,0.5,Goed,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17205,0.5,Goed,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,93
17206,0.7,Goed,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17207,0.7,Goed,0.3,TO-juli,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,139
17208,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17209,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,92
17210,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17211,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,155
17212,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17213,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,237
17214,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17215,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,77
17216,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17217,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,158
17218,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17219,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,254
17220,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17221,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,78
17222,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17223,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,172
17224,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17225,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,290
17226,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17227,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,50
17228,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17229,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,70
17230,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17231,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,92
17232,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17233,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,31
17234,0.5,Matig,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17235,0.5,Matig,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,57
17236,0.7,Matig,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17237,0.7,Matig,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,86
17238,0.3,Goed,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17239,0.3,Goed,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,31
17240,0.5,Goed,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17241,0.5,Goed,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,58
17242,0.7,Goed,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17243,0.7,Goed,0.3,21:00 tot 7:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,90
17244,0.3,Slecht,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17245,0.3,Slecht,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,214
17246,0.5,Slecht,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17247,0.5,Slecht,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,288
17248,0.7,Slecht,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,3
17249,0.7,Slecht,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,385
17250,0.3,Matig,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17251,0.3,Matig,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,224
17252,0.5,Matig,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,1
17253,0.5,Matig,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,328
17254,0.7,Matig,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,4
17255,0.7,Matig,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,421
17256,0.3,Goed,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17257,0.3,Goed,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,275
17258,0.5,Goed,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,3
17259,0.5,Goed,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,401
17260,0.7,Goed,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,10
17261,0.7,Goed,0.6,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,511
17262,0.3,Slecht,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17263,0.3,Slecht,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,162
17264,0.5,Slecht,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17265,0.5,Slecht,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,188
17266,0.7,Slecht,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17267,0.7,Slecht,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,213
17268,0.3,Matig,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17269,0.3,Matig,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,162
17270,0.5,Matig,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17271,0.5,Matig,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,195
17272,0.7,Matig,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17273,0.7,Matig,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,225
17274,0.3,Goed,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17275,0.3,Goed,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,192
17276,0.5,Goed,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17277,0.5,Goed,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,233
17278,0.7,Goed,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,BEDROOM,0
17279,0.7,Goed,0.3,8:00 tot 22:00,Overstek,Tussenappartement enkelzijdig,West,2,LIVINGROOM,269
17280,0.3,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17281,0.3,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,38
17282,0.3,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,507
17283,0.5,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17284,0.5,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,220
17285,0.5,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,1077
17286,0.7,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,640
17287,0.7,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,12
17288,0.7,Slecht,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,1944
17289,0.3,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,32
17290,0.3,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17291,0.3,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,536
17292,0.5,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,1
17293,0.5,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,261
17294,0.5,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,1311
17295,0.7,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,821
17296,0.7,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,24
17297,0.7,Matig,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,2429
17298,0.3,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,45
17299,0.3,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17300,0.3,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,718
17301,0.5,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,7
17302,0.5,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,365
17303,0.5,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,1789
17304,0.7,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,1163
17305,0.7,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,46
17306,0.7,Goed,0.6,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,3235
17307,0.3,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17308,0.3,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17309,0.3,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,209
17310,0.5,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,16
17311,0.5,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17312,0.5,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,352
17313,0.7,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17314,0.7,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,56
17315,0.7,Slecht,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,540
17316,0.3,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17317,0.3,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17318,0.3,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,159
17319,0.5,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,12
17320,0.5,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17321,0.5,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,357
17322,0.7,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,64
17323,0.7,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17324,0.7,Matig,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,618
17325,0.3,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17326,0.3,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17327,0.3,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,212
17328,0.5,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17329,0.5,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,20
17330,0.5,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,474
17331,0.7,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,86
17332,0.7,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17333,0.7,Goed,0.3,TO-juli,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,794
17334,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,6
17335,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17336,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,415
17337,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,108
17338,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17339,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,905
17340,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17341,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,449
17342,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,1719
17343,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17344,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17345,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,372
17346,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
17347,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,107
17348,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,LIVINGROOM,1013
17349,0.7,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,518
17350,0.7,Matig,0.6,21:00 tot 7:00,Binnen slecht,Tussenappartement doorzon,Noord,2,BEDROOM,0
