,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Woningtype,Oriëntatie,Klimaatbestand,Ruimtetype,GTO
0,0,0,0,0,0,0,0,0,BEDROOM,0
1,0,0,0,0,0,0,0,0,LIVINGROOM,0
2,1,0,0,0,0,0,0,0,BEDROOM,0
3,1,0,0,0,0,0,0,0,LIVINGROOM,11
4,2,0,0,0,0,0,0,0,BEDROOM,0
5,2,0,0,0,0,0,0,0,LIVINGROOM,32
6,0,1,0,0,0,0,0,0,BEDROOM,0
7,0,1,0,0,0,0,0,0,LIVINGROOM,0
8,1,1,0,0,0,0,0,0,BEDROOM,0
9,1,1,0,0,0,0,0,0,LIVINGROOM,16
10,2,1,0,0,0,0,0,0,BEDROOM,0
11,2,1,0,0,0,0,0,0,LIVINGROOM,41
12,0,2,0,0,0,0,0,0,BEDROOM,0
13,0,2,0,0,0,0,0,0,LIVINGROOM,8
14,1,2,0,0,0,0,0,0,BEDROOM,0
15,1,2,0,0,0,0,0,0,LIVINGROOM,29
16,2,2,0,0,0,0,0,0,BEDROOM,0
17,2,2,0,0,0,0,0,0,LIVINGROOM,76
18,0,0,1,0,0,0,0,0,BEDROOM,0
19,0,0,1,0,0,0,0,0,LIVINGROOM,0
20,1,0,1,0,0,0,0,0,BEDROOM,0
21,1,0,1,0,0,0,0,0,LIVINGROOM,0
22,2,0,1,0,0,0,0,0,BEDROOM,0
23,2,0,1,0,0,0,0,0,LIVINGROOM,1
24,0,1,1,0,0,0,0,0,BEDROOM,0
25,0,1,1,0,0,0,0,0,LIVINGROOM,0
26,1,1,1,0,0,0,0,0,BEDROOM,0
27,1,1,1,0,0,0,0,0,LIVINGROOM,0
28,2,1,1,0,0,0,0,0,BEDROOM,0
29,2,1,1,0,0,0,0,0,LIVINGROOM,1
30,0,2,1,0,0,0,0,0,BEDROOM,0
31,0,2,1,0,0,0,0,0,LIVINGROOM,0
32,1,2,1,0,0,0,0,0,BEDROOM,0
33,1,2,1,0,0,0,0,0,LIVINGROOM,0
34,2,2,1,0,0,0,0,0,BEDROOM,0
35,2,2,1,0,0,0,0,0,LIVINGROOM,8
36,0,0,0,1,0,0,0,0,BEDROOM,0
37,0,0,0,1,0,0,0,0,LIVINGROOM,0
38,1,0,0,1,0,0,0,0,BEDROOM,0
39,1,0,0,1,0,0,0,0,LIVINGROOM,11
40,2,0,0,1,0,0,0,0,BEDROOM,0
41,2,0,0,1,0,0,0,0,LIVINGROOM,33
42,0,1,0,1,0,0,0,0,BEDROOM,0
43,0,1,0,1,0,0,0,0,LIVINGROOM,0
44,1,1,0,1,0,0,0,0,BEDROOM,0
45,1,1,0,1,0,0,0,0,LIVINGROOM,16
46,2,1,0,1,0,0,0,0,BEDROOM,0
47,2,1,0,1,0,0,0,0,LIVINGROOM,39
48,0,2,0,1,0,0,0,0,BEDROOM,0
49,0,2,0,1,0,0,0,0,LIVINGROOM,1
50,1,2,0,1,0,0,0,0,BEDROOM,0
51,1,2,0,1,0,0,0,0,LIVINGROOM,22
52,2,2,0,1,0,0,0,0,BEDROOM,0
53,2,2,0,1,0,0,0,0,LIVINGROOM,59
54,0,0,1,1,0,0,0,0,BEDROOM,0
55,0,0,1,1,0,0,0,0,LIVINGROOM,0
56,1,0,1,1,0,0,0,0,BEDROOM,0
57,1,0,1,1,0,0,0,0,LIVINGROOM,0
58,2,0,1,1,0,0,0,0,BEDROOM,0
59,2,0,1,1,0,0,0,0,LIVINGROOM,1
60,0,1,1,1,0,0,0,0,BEDROOM,0
61,0,1,1,1,0,0,0,0,LIVINGROOM,0
62,1,1,1,1,0,0,0,0,BEDROOM,0
63,1,1,1,1,0,0,0,0,LIVINGROOM,0
64,2,1,1,1,0,0,0,0,BEDROOM,0
65,2,1,1,1,0,0,0,0,LIVINGROOM,1
66,0,2,1,1,0,0,0,0,BEDROOM,0
67,0,2,1,1,0,0,0,0,LIVINGROOM,0
68,1,2,1,1,0,0,0,0,BEDROOM,0
69,1,2,1,1,0,0,0,0,LIVINGROOM,0
70,2,2,1,1,0,0,0,0,BEDROOM,0
71,2,2,1,1,0,0,0,0,LIVINGROOM,4
72,0,0,0,2,0,0,0,0,BEDROOM,0
73,0,0,0,2,0,0,0,0,LIVINGROOM,55
74,1,0,0,2,0,0,0,0,BEDROOM,0
75,1,0,0,2,0,0,0,0,LIVINGROOM,73
76,2,0,0,2,0,0,0,0,BEDROOM,0
77,2,0,0,2,0,0,0,0,LIVINGROOM,97
78,0,1,0,2,0,0,0,0,BEDROOM,0
79,0,1,0,2,0,0,0,0,LIVINGROOM,65
80,1,1,0,2,0,0,0,0,BEDROOM,0
81,1,1,0,2,0,0,0,0,LIVINGROOM,86
82,2,1,0,2,0,0,0,0,BEDROOM,0
83,2,1,0,2,0,0,0,0,LIVINGROOM,116
84,0,2,0,2,0,0,0,0,BEDROOM,0
85,0,2,0,2,0,0,0,0,LIVINGROOM,80
86,1,2,0,2,0,0,0,0,BEDROOM,0
87,1,2,0,2,0,0,0,0,LIVINGROOM,109
88,2,2,0,2,0,0,0,0,BEDROOM,0
89,2,2,0,2,0,0,0,0,LIVINGROOM,148
90,0,0,1,2,0,0,0,0,BEDROOM,0
91,0,0,1,2,0,0,0,0,LIVINGROOM,42
92,1,0,1,2,0,0,0,0,BEDROOM,0
93,1,0,1,2,0,0,0,0,LIVINGROOM,49
94,2,0,1,2,0,0,0,0,BEDROOM,0
95,2,0,1,2,0,0,0,0,LIVINGROOM,58
96,0,1,1,2,0,0,0,0,BEDROOM,0
97,0,1,1,2,0,0,0,0,LIVINGROOM,48
98,1,1,1,2,0,0,0,0,BEDROOM,0
99,1,1,1,2,0,0,0,0,LIVINGROOM,55
100,2,1,1,2,0,0,0,0,BEDROOM,0
101,2,1,1,2,0,0,0,0,LIVINGROOM,67
102,0,2,1,2,0,0,0,0,BEDROOM,0
103,0,2,1,2,0,0,0,0,LIVINGROOM,63
104,1,2,1,2,0,0,0,0,BEDROOM,0
105,1,2,1,2,0,0,0,0,LIVINGROOM,68
106,2,2,1,2,0,0,0,0,BEDROOM,0
107,2,2,1,2,0,0,0,0,LIVINGROOM,80
108,0,0,0,0,1,0,0,0,BEDROOM,0
109,0,0,0,0,1,0,0,0,LIVINGROOM,0
110,1,0,0,0,1,0,0,0,BEDROOM,0
111,1,0,0,0,1,0,0,0,LIVINGROOM,11
112,2,0,0,0,1,0,0,0,BEDROOM,0
113,2,0,0,0,1,0,0,0,LIVINGROOM,32
114,0,1,0,0,1,0,0,0,BEDROOM,0
115,0,1,0,0,1,0,0,0,LIVINGROOM,0
116,1,1,0,0,1,0,0,0,BEDROOM,0
117,1,1,0,0,1,0,0,0,LIVINGROOM,16
118,2,1,0,0,1,0,0,0,BEDROOM,0
119,2,1,0,0,1,0,0,0,LIVINGROOM,41
120,0,2,0,0,1,0,0,0,BEDROOM,0
121,0,2,0,0,1,0,0,0,LIVINGROOM,8
122,1,2,0,0,1,0,0,0,BEDROOM,0
123,1,2,0,0,1,0,0,0,LIVINGROOM,29
124,2,2,0,0,1,0,0,0,BEDROOM,0
125,2,2,0,0,1,0,0,0,LIVINGROOM,76
126,0,0,1,0,1,0,0,0,BEDROOM,0
127,0,0,1,0,1,0,0,0,LIVINGROOM,0
128,1,0,1,0,1,0,0,0,BEDROOM,0
129,1,0,1,0,1,0,0,0,LIVINGROOM,0
130,2,0,1,0,1,0,0,0,BEDROOM,0
131,2,0,1,0,1,0,0,0,LIVINGROOM,1
132,0,1,1,0,1,0,0,0,BEDROOM,0
133,0,1,1,0,1,0,0,0,LIVINGROOM,0
134,1,1,1,0,1,0,0,0,BEDROOM,0
135,1,1,1,0,1,0,0,0,LIVINGROOM,0
136,2,1,1,0,1,0,0,0,BEDROOM,0
137,2,1,1,0,1,0,0,0,LIVINGROOM,1
138,0,2,1,0,1,0,0,0,BEDROOM,0
139,0,2,1,0,1,0,0,0,LIVINGROOM,0
140,1,2,1,0,1,0,0,0,BEDROOM,0
141,1,2,1,0,1,0,0,0,LIVINGROOM,0
142,2,2,1,0,1,0,0,0,BEDROOM,0
143,2,2,1,0,1,0,0,0,LIVINGROOM,8
144,0,0,0,1,1,0,0,0,BEDROOM,0
145,0,0,0,1,1,0,0,0,LIVINGROOM,0
146,1,0,0,1,1,0,0,0,BEDROOM,0
147,1,0,0,1,1,0,0,0,LIVINGROOM,11
148,2,0,0,1,1,0,0,0,BEDROOM,0
149,2,0,0,1,1,0,0,0,LIVINGROOM,33
150,0,1,0,1,1,0,0,0,BEDROOM,0
151,0,1,0,1,1,0,0,0,LIVINGROOM,0
152,1,1,0,1,1,0,0,0,BEDROOM,0
153,1,1,0,1,1,0,0,0,LIVINGROOM,16
154,2,1,0,1,1,0,0,0,BEDROOM,0
155,2,1,0,1,1,0,0,0,LIVINGROOM,39
156,0,2,0,1,1,0,0,0,BEDROOM,0
157,0,2,0,1,1,0,0,0,LIVINGROOM,1
158,1,2,0,1,1,0,0,0,BEDROOM,0
159,1,2,0,1,1,0,0,0,LIVINGROOM,22
160,2,2,0,1,1,0,0,0,BEDROOM,0
161,2,2,0,1,1,0,0,0,LIVINGROOM,59
162,0,0,1,1,1,0,0,0,BEDROOM,0
163,0,0,1,1,1,0,0,0,LIVINGROOM,0
164,1,0,1,1,1,0,0,0,BEDROOM,0
165,1,0,1,1,1,0,0,0,LIVINGROOM,0
166,2,0,1,1,1,0,0,0,BEDROOM,0
167,2,0,1,1,1,0,0,0,LIVINGROOM,1
168,0,1,1,1,1,0,0,0,BEDROOM,0
169,0,1,1,1,1,0,0,0,LIVINGROOM,0
170,1,1,1,1,1,0,0,0,BEDROOM,0
171,1,1,1,1,1,0,0,0,LIVINGROOM,0
172,2,1,1,1,1,0,0,0,BEDROOM,0
173,2,1,1,1,1,0,0,0,LIVINGROOM,1
174,0,2,1,1,1,0,0,0,BEDROOM,0
175,0,2,1,1,1,0,0,0,LIVINGROOM,0
176,1,2,1,1,1,0,0,0,BEDROOM,0
177,1,2,1,1,1,0,0,0,LIVINGROOM,0
178,2,2,1,1,1,0,0,0,BEDROOM,0
179,2,2,1,1,1,0,0,0,LIVINGROOM,4
180,0,0,0,2,1,0,0,0,BEDROOM,0
181,0,0,0,2,1,0,0,0,LIVINGROOM,55
182,1,0,0,2,1,0,0,0,BEDROOM,0
183,1,0,0,2,1,0,0,0,LIVINGROOM,73
184,2,0,0,2,1,0,0,0,BEDROOM,0
185,2,0,0,2,1,0,0,0,LIVINGROOM,97
186,0,1,0,2,1,0,0,0,BEDROOM,0
187,0,1,0,2,1,0,0,0,LIVINGROOM,65
188,1,1,0,2,1,0,0,0,BEDROOM,0
189,1,1,0,2,1,0,0,0,LIVINGROOM,86
190,2,1,0,2,1,0,0,0,BEDROOM,0
191,2,1,0,2,1,0,0,0,LIVINGROOM,116
192,0,2,0,2,1,0,0,0,BEDROOM,0
193,0,2,0,2,1,0,0,0,LIVINGROOM,80
194,1,2,0,2,1,0,0,0,BEDROOM,0
195,1,2,0,2,1,0,0,0,LIVINGROOM,109
196,2,2,0,2,1,0,0,0,BEDROOM,0
197,2,2,0,2,1,0,0,0,LIVINGROOM,148
198,0,0,1,2,1,0,0,0,BEDROOM,0
199,0,0,1,2,1,0,0,0,LIVINGROOM,42
200,1,0,1,2,1,0,0,0,BEDROOM,0
201,1,0,1,2,1,0,0,0,LIVINGROOM,49
202,2,0,1,2,1,0,0,0,BEDROOM,0
203,2,0,1,2,1,0,0,0,LIVINGROOM,58
204,0,1,1,2,1,0,0,0,BEDROOM,0
205,0,1,1,2,1,0,0,0,LIVINGROOM,48
206,1,1,1,2,1,0,0,0,BEDROOM,0
207,1,1,1,2,1,0,0,0,LIVINGROOM,55
208,2,1,1,2,1,0,0,0,BEDROOM,0
209,2,1,1,2,1,0,0,0,LIVINGROOM,67
210,0,2,1,2,1,0,0,0,BEDROOM,0
211,0,2,1,2,1,0,0,0,LIVINGROOM,63
212,1,2,1,2,1,0,0,0,BEDROOM,0
213,1,2,1,2,1,0,0,0,LIVINGROOM,68
214,2,2,1,2,1,0,0,0,BEDROOM,0
215,2,2,1,2,1,0,0,0,LIVINGROOM,80
216,0,0,0,0,2,0,0,0,BEDROOM,0
217,0,0,0,0,2,0,0,0,LIVINGROOM,0
218,1,0,0,0,2,0,0,0,BEDROOM,0
219,1,0,0,0,2,0,0,0,LIVINGROOM,11
220,2,0,0,0,2,0,0,0,BEDROOM,0
221,2,0,0,0,2,0,0,0,LIVINGROOM,32
222,0,1,0,0,2,0,0,0,BEDROOM,0
223,0,1,0,0,2,0,0,0,LIVINGROOM,0
224,1,1,0,0,2,0,0,0,BEDROOM,0
225,1,1,0,0,2,0,0,0,LIVINGROOM,16
226,2,1,0,0,2,0,0,0,BEDROOM,0
227,2,1,0,0,2,0,0,0,LIVINGROOM,41
228,0,2,0,0,2,0,0,0,BEDROOM,0
229,0,2,0,0,2,0,0,0,LIVINGROOM,8
230,1,2,0,0,2,0,0,0,BEDROOM,0
231,1,2,0,0,2,0,0,0,LIVINGROOM,29
232,2,2,0,0,2,0,0,0,BEDROOM,0
233,2,2,0,0,2,0,0,0,LIVINGROOM,76
234,0,0,1,0,2,0,0,0,BEDROOM,0
235,0,0,1,0,2,0,0,0,LIVINGROOM,0
236,1,0,1,0,2,0,0,0,BEDROOM,0
237,1,0,1,0,2,0,0,0,LIVINGROOM,0
238,2,0,1,0,2,0,0,0,BEDROOM,0
239,2,0,1,0,2,0,0,0,LIVINGROOM,1
240,0,1,1,0,2,0,0,0,BEDROOM,0
241,0,1,1,0,2,0,0,0,LIVINGROOM,0
242,1,1,1,0,2,0,0,0,BEDROOM,0
243,1,1,1,0,2,0,0,0,LIVINGROOM,0
244,2,1,1,0,2,0,0,0,BEDROOM,0
245,2,1,1,0,2,0,0,0,LIVINGROOM,1
246,0,2,1,0,2,0,0,0,BEDROOM,0
247,0,2,1,0,2,0,0,0,LIVINGROOM,0
248,1,2,1,0,2,0,0,0,BEDROOM,0
249,1,2,1,0,2,0,0,0,LIVINGROOM,0
250,2,2,1,0,2,0,0,0,BEDROOM,0
251,2,2,1,0,2,0,0,0,LIVINGROOM,8
252,0,0,0,1,2,0,0,0,BEDROOM,0
253,0,0,0,1,2,0,0,0,LIVINGROOM,0
254,1,0,0,1,2,0,0,0,BEDROOM,0
255,1,0,0,1,2,0,0,0,LIVINGROOM,11
256,2,0,0,1,2,0,0,0,BEDROOM,0
257,2,0,0,1,2,0,0,0,LIVINGROOM,33
258,0,1,0,1,2,0,0,0,BEDROOM,0
259,0,1,0,1,2,0,0,0,LIVINGROOM,0
260,1,1,0,1,2,0,0,0,BEDROOM,0
261,1,1,0,1,2,0,0,0,LIVINGROOM,16
262,2,1,0,1,2,0,0,0,BEDROOM,0
263,2,1,0,1,2,0,0,0,LIVINGROOM,39
264,0,2,0,1,2,0,0,0,BEDROOM,0
265,0,2,0,1,2,0,0,0,LIVINGROOM,1
266,1,2,0,1,2,0,0,0,BEDROOM,0
267,1,2,0,1,2,0,0,0,LIVINGROOM,22
268,2,2,0,1,2,0,0,0,BEDROOM,0
269,2,2,0,1,2,0,0,0,LIVINGROOM,59
270,0,0,1,1,2,0,0,0,BEDROOM,0
271,0,0,1,1,2,0,0,0,LIVINGROOM,0
272,1,0,1,1,2,0,0,0,BEDROOM,0
273,1,0,1,1,2,0,0,0,LIVINGROOM,0
274,2,0,1,1,2,0,0,0,BEDROOM,0
275,2,0,1,1,2,0,0,0,LIVINGROOM,1
276,0,1,1,1,2,0,0,0,BEDROOM,0
277,0,1,1,1,2,0,0,0,LIVINGROOM,0
278,1,1,1,1,2,0,0,0,BEDROOM,0
279,1,1,1,1,2,0,0,0,LIVINGROOM,0
280,2,1,1,1,2,0,0,0,BEDROOM,0
281,2,1,1,1,2,0,0,0,LIVINGROOM,1
282,0,2,1,1,2,0,0,0,BEDROOM,0
283,0,2,1,1,2,0,0,0,LIVINGROOM,0
284,1,2,1,1,2,0,0,0,BEDROOM,0
285,1,2,1,1,2,0,0,0,LIVINGROOM,0
286,2,2,1,1,2,0,0,0,BEDROOM,0
287,2,2,1,1,2,0,0,0,LIVINGROOM,4
288,0,0,0,2,2,0,0,0,BEDROOM,0
289,0,0,0,2,2,0,0,0,LIVINGROOM,55
290,1,0,0,2,2,0,0,0,BEDROOM,0
291,1,0,0,2,2,0,0,0,LIVINGROOM,73
292,2,0,0,2,2,0,0,0,BEDROOM,0
293,2,0,0,2,2,0,0,0,LIVINGROOM,97
294,0,1,0,2,2,0,0,0,BEDROOM,0
295,0,1,0,2,2,0,0,0,LIVINGROOM,65
296,1,1,0,2,2,0,0,0,BEDROOM,0
297,1,1,0,2,2,0,0,0,LIVINGROOM,86
298,2,1,0,2,2,0,0,0,BEDROOM,0
299,2,1,0,2,2,0,0,0,LIVINGROOM,116
300,0,2,0,2,2,0,0,0,BEDROOM,0
301,0,2,0,2,2,0,0,0,LIVINGROOM,80
302,1,2,0,2,2,0,0,0,BEDROOM,0
303,1,2,0,2,2,0,0,0,LIVINGROOM,109
304,2,2,0,2,2,0,0,0,BEDROOM,0
305,2,2,0,2,2,0,0,0,LIVINGROOM,148
306,0,0,1,2,2,0,0,0,BEDROOM,0
307,0,0,1,2,2,0,0,0,LIVINGROOM,42
308,1,0,1,2,2,0,0,0,BEDROOM,0
309,1,0,1,2,2,0,0,0,LIVINGROOM,49
310,2,0,1,2,2,0,0,0,BEDROOM,0
311,2,0,1,2,2,0,0,0,LIVINGROOM,58
312,0,1,1,2,2,0,0,0,BEDROOM,0
313,0,1,1,2,2,0,0,0,LIVINGROOM,48
314,1,1,1,2,2,0,0,0,BEDROOM,0
315,1,1,1,2,2,0,0,0,LIVINGROOM,55
316,2,1,1,2,2,0,0,0,BEDROOM,0
317,2,1,1,2,2,0,0,0,LIVINGROOM,67
318,0,2,1,2,2,0,0,0,BEDROOM,0
319,0,2,1,2,2,0,0,0,LIVINGROOM,63
320,1,2,1,2,2,0,0,0,BEDROOM,0
321,1,2,1,2,2,0,0,0,LIVINGROOM,68
322,2,2,1,2,2,0,0,0,BEDROOM,0
323,2,2,1,2,2,0,0,0,LIVINGROOM,80
324,0,0,0,0,3,0,0,0,BEDROOM,0
325,0,0,0,0,3,0,0,0,LIVINGROOM,0
326,1,0,0,0,3,0,0,0,BEDROOM,0
327,1,0,0,0,3,0,0,0,LIVINGROOM,0
328,2,0,0,0,3,0,0,0,BEDROOM,0
329,2,0,0,0,3,0,0,0,LIVINGROOM,8
330,0,1,0,0,3,0,0,0,BEDROOM,0
331,0,1,0,0,3,0,0,0,LIVINGROOM,0
332,1,1,0,0,3,0,0,0,BEDROOM,0
333,1,1,0,0,3,0,0,0,LIVINGROOM,1
334,2,1,0,0,3,0,0,0,BEDROOM,0
335,2,1,0,0,3,0,0,0,LIVINGROOM,10
336,0,2,0,0,3,0,0,0,BEDROOM,0
337,0,2,0,0,3,0,0,0,LIVINGROOM,0
338,1,2,0,0,3,0,0,0,BEDROOM,0
339,1,2,0,0,3,0,0,0,LIVINGROOM,8
340,2,2,0,0,3,0,0,0,BEDROOM,0
341,2,2,0,0,3,0,0,0,LIVINGROOM,21
342,0,0,1,0,3,0,0,0,BEDROOM,0
343,0,0,1,0,3,0,0,0,LIVINGROOM,0
344,1,0,1,0,3,0,0,0,BEDROOM,0
345,1,0,1,0,3,0,0,0,LIVINGROOM,0
346,2,0,1,0,3,0,0,0,BEDROOM,0
347,2,0,1,0,3,0,0,0,LIVINGROOM,0
348,0,1,1,0,3,0,0,0,BEDROOM,0
349,0,1,1,0,3,0,0,0,LIVINGROOM,0
350,1,1,1,0,3,0,0,0,BEDROOM,0
351,1,1,1,0,3,0,0,0,LIVINGROOM,0
352,2,1,1,0,3,0,0,0,BEDROOM,0
353,2,1,1,0,3,0,0,0,LIVINGROOM,0
354,0,2,1,0,3,0,0,0,BEDROOM,0
355,0,2,1,0,3,0,0,0,LIVINGROOM,0
356,1,2,1,0,3,0,0,0,BEDROOM,0
357,1,2,1,0,3,0,0,0,LIVINGROOM,0
358,2,2,1,0,3,0,0,0,BEDROOM,0
359,2,2,1,0,3,0,0,0,LIVINGROOM,0
360,0,0,0,1,3,0,0,0,BEDROOM,0
361,0,0,0,1,3,0,0,0,LIVINGROOM,0
362,1,0,0,1,3,0,0,0,BEDROOM,0
363,1,0,0,1,3,0,0,0,LIVINGROOM,0
364,2,0,0,1,3,0,0,0,BEDROOM,0
365,2,0,0,1,3,0,0,0,LIVINGROOM,8
366,0,1,0,1,3,0,0,0,BEDROOM,0
367,0,1,0,1,3,0,0,0,LIVINGROOM,0
368,1,1,0,1,3,0,0,0,BEDROOM,0
369,1,1,0,1,3,0,0,0,LIVINGROOM,1
370,2,1,0,1,3,0,0,0,BEDROOM,0
371,2,1,0,1,3,0,0,0,LIVINGROOM,9
372,0,2,0,1,3,0,0,0,BEDROOM,0
373,0,2,0,1,3,0,0,0,LIVINGROOM,0
374,1,2,0,1,3,0,0,0,BEDROOM,0
375,1,2,0,1,3,0,0,0,LIVINGROOM,3
376,2,2,0,1,3,0,0,0,BEDROOM,0
377,2,2,0,1,3,0,0,0,LIVINGROOM,14
378,0,0,1,1,3,0,0,0,BEDROOM,0
379,0,0,1,1,3,0,0,0,LIVINGROOM,0
380,1,0,1,1,3,0,0,0,BEDROOM,0
381,1,0,1,1,3,0,0,0,LIVINGROOM,0
382,2,0,1,1,3,0,0,0,BEDROOM,0
383,2,0,1,1,3,0,0,0,LIVINGROOM,0
384,0,1,1,1,3,0,0,0,BEDROOM,0
385,0,1,1,1,3,0,0,0,LIVINGROOM,0
386,1,1,1,1,3,0,0,0,BEDROOM,0
387,1,1,1,1,3,0,0,0,LIVINGROOM,0
388,2,1,1,1,3,0,0,0,BEDROOM,0
389,2,1,1,1,3,0,0,0,LIVINGROOM,0
390,0,2,1,1,3,0,0,0,BEDROOM,0
391,0,2,1,1,3,0,0,0,LIVINGROOM,0
392,1,2,1,1,3,0,0,0,BEDROOM,0
393,1,2,1,1,3,0,0,0,LIVINGROOM,0
394,2,2,1,1,3,0,0,0,BEDROOM,0
395,2,2,1,1,3,0,0,0,LIVINGROOM,0
396,0,0,0,2,3,0,0,0,BEDROOM,0
397,0,0,0,2,3,0,0,0,LIVINGROOM,44
398,1,0,0,2,3,0,0,0,BEDROOM,0
399,1,0,0,2,3,0,0,0,LIVINGROOM,53
400,2,0,0,2,3,0,0,0,BEDROOM,0
401,2,0,0,2,3,0,0,0,LIVINGROOM,68
402,0,1,0,2,3,0,0,0,BEDROOM,0
403,0,1,0,2,3,0,0,0,LIVINGROOM,50
404,1,1,0,2,3,0,0,0,BEDROOM,0
405,1,1,0,2,3,0,0,0,LIVINGROOM,65
406,2,1,0,2,3,0,0,0,BEDROOM,0
407,2,1,0,2,3,0,0,0,LIVINGROOM,75
408,0,2,0,2,3,0,0,0,BEDROOM,0
409,0,2,0,2,3,0,0,0,LIVINGROOM,66
410,1,2,0,2,3,0,0,0,BEDROOM,0
411,1,2,0,2,3,0,0,0,LIVINGROOM,78
412,2,2,0,2,3,0,0,0,BEDROOM,0
413,2,2,0,2,3,0,0,0,LIVINGROOM,94
414,0,0,1,2,3,0,0,0,BEDROOM,0
415,0,0,1,2,3,0,0,0,LIVINGROOM,30
416,1,0,1,2,3,0,0,0,BEDROOM,0
417,1,0,1,2,3,0,0,0,LIVINGROOM,37
418,2,0,1,2,3,0,0,0,BEDROOM,0
419,2,0,1,2,3,0,0,0,LIVINGROOM,48
420,0,1,1,2,3,0,0,0,BEDROOM,0
421,0,1,1,2,3,0,0,0,LIVINGROOM,38
422,1,1,1,2,3,0,0,0,BEDROOM,0
423,1,1,1,2,3,0,0,0,LIVINGROOM,48
424,2,1,1,2,3,0,0,0,BEDROOM,0
425,2,1,1,2,3,0,0,0,LIVINGROOM,52
426,0,2,1,2,3,0,0,0,BEDROOM,0
427,0,2,1,2,3,0,0,0,LIVINGROOM,53
428,1,2,1,2,3,0,0,0,BEDROOM,0
429,1,2,1,2,3,0,0,0,LIVINGROOM,62
430,2,2,1,2,3,0,0,0,BEDROOM,0
431,2,2,1,2,3,0,0,0,LIVINGROOM,66
432,0,0,0,0,0,0,1,0,BEDROOM,0
433,0,0,0,0,0,0,1,0,LIVINGROOM,140
434,1,0,0,0,0,0,1,0,BEDROOM,77
435,1,0,0,0,0,0,1,0,LIVINGROOM,367
436,2,0,0,0,0,0,1,0,BEDROOM,387
437,2,0,0,0,0,0,1,0,LIVINGROOM,780
438,0,1,0,0,0,0,1,0,BEDROOM,1
439,0,1,0,0,0,0,1,0,LIVINGROOM,114
440,1,1,0,0,0,0,1,0,BEDROOM,118
441,1,1,0,0,0,0,1,0,LIVINGROOM,456
442,2,1,0,0,0,0,1,0,BEDROOM,584
443,2,1,0,0,0,0,1,0,LIVINGROOM,1031
444,0,2,0,0,0,0,1,0,BEDROOM,9
445,0,2,0,0,0,0,1,0,LIVINGROOM,199
446,1,2,0,0,0,0,1,0,BEDROOM,289
447,1,2,0,0,0,0,1,0,LIVINGROOM,756
448,2,2,0,0,0,0,1,0,BEDROOM,1047
449,2,2,0,0,0,0,1,0,LIVINGROOM,1645
450,0,0,1,0,0,0,1,0,BEDROOM,0
451,0,0,1,0,0,0,1,0,LIVINGROOM,46
452,1,0,1,0,0,0,1,0,BEDROOM,0
453,1,0,1,0,0,0,1,0,LIVINGROOM,81
454,2,0,1,0,0,0,1,0,BEDROOM,2
455,2,0,1,0,0,0,1,0,LIVINGROOM,132
456,0,1,1,0,0,0,1,0,BEDROOM,0
457,0,1,1,0,0,0,1,0,LIVINGROOM,25
458,1,1,1,0,0,0,1,0,BEDROOM,0
459,1,1,1,0,0,0,1,0,LIVINGROOM,70
460,2,1,1,0,0,0,1,0,BEDROOM,7
461,2,1,1,0,0,0,1,0,LIVINGROOM,148
462,0,2,1,0,0,0,1,0,BEDROOM,0
463,0,2,1,0,0,0,1,0,LIVINGROOM,37
464,1,2,1,0,0,0,1,0,BEDROOM,0
465,1,2,1,0,0,0,1,0,LIVINGROOM,105
466,2,2,1,0,0,0,1,0,BEDROOM,32
467,2,2,1,0,0,0,1,0,LIVINGROOM,247
468,0,0,0,1,0,0,1,0,BEDROOM,0
469,0,0,0,1,0,0,1,0,LIVINGROOM,148
470,1,0,0,1,0,0,1,0,BEDROOM,72
471,1,0,0,1,0,0,1,0,LIVINGROOM,388
472,2,0,0,1,0,0,1,0,BEDROOM,454
473,2,0,0,1,0,0,1,0,LIVINGROOM,828
474,0,1,0,1,0,0,1,0,BEDROOM,0
475,0,1,0,1,0,0,1,0,LIVINGROOM,126
476,1,1,0,1,0,0,1,0,BEDROOM,101
477,1,1,0,1,0,0,1,0,LIVINGROOM,460
478,2,1,0,1,0,0,1,0,BEDROOM,682
479,2,1,0,1,0,0,1,0,LIVINGROOM,1035
480,0,2,0,1,0,0,1,0,BEDROOM,0
481,0,2,0,1,0,0,1,0,LIVINGROOM,168
482,1,2,0,1,0,0,1,0,BEDROOM,217
483,1,2,0,1,0,0,1,0,LIVINGROOM,627
484,2,2,0,1,0,0,1,0,BEDROOM,1080
485,2,2,0,1,0,0,1,0,LIVINGROOM,1452
486,0,0,1,1,0,0,1,0,BEDROOM,0
487,0,0,1,1,0,0,1,0,LIVINGROOM,48
488,1,0,1,1,0,0,1,0,BEDROOM,0
489,1,0,1,1,0,0,1,0,LIVINGROOM,85
490,2,0,1,1,0,0,1,0,BEDROOM,2
491,2,0,1,1,0,0,1,0,LIVINGROOM,147
492,0,1,1,1,0,0,1,0,BEDROOM,0
493,0,1,1,1,0,0,1,0,LIVINGROOM,24
494,1,1,1,1,0,0,1,0,BEDROOM,0
495,1,1,1,1,0,0,1,0,LIVINGROOM,75
496,2,1,1,1,0,0,1,0,BEDROOM,6
